input_text,target_text
后驱动单元逆变器入口软管 | 配电盒# LH#  | 拆下 | 螺塞 | 连接 | 外螺纹接头 | 内螺纹接头 | 扣紧 | 夹子,从后驱动单元逆变器入口软管和配电盒# LH# 下拆下螺塞，立即连接外螺纹接头和内螺纹接头，然后扣紧夹子。
安装 | 后部 | 高压电池滑板 | 拧紧 | 紧固件 | 请参阅# 滑板# -# 高压电池# -# 后（拆卸和更换）# ,安装后部高压电池滑板，但只用手拧紧紧固件。请参阅# 滑板# -# 高压电池# -# 后（拆卸和更换）# 。
打开 | # LH# 后车门,打开# LH# 后车门。
拧紧 | 高压电池 | 车身 | 第# 5# 个# LH# 后内部 | 螺栓 | # ,用手拧紧将高压电池固定到车身的第# 5# 个# LH# 后内部螺栓。#
拧紧 | 高压电池 | 车身 | 第# 4# 个# LH# 内部 | 螺栓,用手拧紧将高压电池固定到车身的第# 4# 个# LH# 内部螺栓。
关闭 | 锁上 | # LH# 后车门,部分关闭但不要锁上# LH# 后车门。
打开 | # LH# 前车门 | # ,打开# LH# 前车门。#
拧紧 | 高压电池 | 车身 | 第# 3# 个# LH# 内部 | 螺栓,用手拧紧将高压电池固定到车身的第# 3# 个# LH# 内部螺栓。
拧紧 | 高压电池 | 车身 | # LH# 前内部 | 螺栓,用手拧紧将高压电池固定到车身的# LH# 前内部螺栓# ####x2####
关闭 | 锁上 | # LH# 前车门,部分关闭但不要锁上# LH# 前车门。
打开 | # RH# 后车门 | # ,打开# RH# 后车门。#
拧紧 | 高压电池 | 车身 | 第# 5# 个# RH# 后内部 | 螺栓,用手拧紧将高压电池固定到车身的第# 5# 个# RH# 后内部螺栓。
拧紧 | 高压电池 | 车身 | 第# 4# 个# RH# 内部螺栓,用手拧紧将高压电池固定到车身的第# 4# 个# RH# 内部螺栓（若装配）。
关闭 | 锁上 | # RH# 后车门,部分关闭但不要锁上# RH# 后车门。
打开 | # RH# 前车门 | # ,打开# RH# 前车门。#
拧紧 | 高压电池 | 车身 | 第# 3# 个# RH# 内部螺栓,用手拧紧将高压电池固定到车身的第# 3# 个# RH# 内部螺栓（若配备）。
拧紧 | 高压电池 | 车身 | # RH# 前内部螺栓# (x2),用手拧紧将高压电池固定到车身的# RH# 前内部螺栓# (x2)。
关闭 | 锁上 | # RH# 前车门,部分关闭但不要锁上# RH# 前车门。
在助手的帮助下 | 降到 | 高压电池,在助手的帮助下，将车辆完全降到高压电池上。
紧固 | 高压电池 | 车辆 | # LH#  | # RH# 螺栓,紧固将高压电池连接到车辆的# LH# 和# RH# 螺栓# ####x16##### 35# Nm# (25.8# ft-lbs)
紧固 | 高压电池 | 前部 | 车辆 | 螺栓 | 22.1# ft-lbs,紧固将高压电池前部固定到车辆的螺栓# ####x4##### 30# Nm# (22.1# ft-lbs)
紧固 | 高压电池 | 车辆 | 前部 | 中央螺栓 | # 10# Nm#  | 7.4# ft-lbs,紧固将高压电池固定到车辆的前部中央螺栓。# 10# Nm# (7.4# ft-lbs)
紧固 | 高压电池# LH#  | # RH# 支撑架 | 车辆 | 螺栓,紧固将高压电池# LH# 和# RH# 支撑架固定到车辆的螺栓# ####x8##### 110# Nm# (81.1# ft-lbs)
拧紧 | 中央滑板盖 | 高压电池 | 中间部分 | 螺栓 | # ####x4##### 34# Nm#  | 25.1# ft-lbs,拧紧穿过中央滑板盖固定高压电池中间部分的螺栓# ####x4##### 34# Nm# (25.1# ft-lbs)
紧固 | 后部 | 滑板 | 车辆 | 紧固件 | 请参阅# 滑板# -# 高压电池# -# 后（拆卸和更换）# ,紧固将后部滑板固定到车辆的紧固件。请参阅# 滑板# -# 高压电池# -# 后（拆卸和更换）# 。
在助手的帮助下 | 升起 | 车辆 | 车辆 | 下面 | 拆除 | 电池工作台 | 车辆 | 置于 | 作业高度,在助手的帮助下，升起车辆，然后从车辆下面拆除电池工作台。将车辆置于适宜的作业高度。
放置 | 支架 | 支撑 | 后副框架 | 前部,放置支架以支撑后副框架的前部。
拆下 | # LH# 剪力板 | 车辆 | 小号螺栓 | 大号螺栓,拆下用来将# LH# 剪力板固定到车辆的小号螺栓# ####x2##### 和大号螺栓。
安装 | # LH# 剪力板 | 安装 | 剪力板 | 高压电池 | 小号螺栓 | 22.1# ft-lbs,安装# LH# 剪力板，然后安装将剪力板固定到高压电池的小号螺栓# ####x2##### 30# Nm# (22.1# ft-lbs)
安装 | 剪力板 | 车辆 | 大号螺栓 | 油性记号笔 | 标记 | 螺栓 | # 128# Nm# (94.4# ft-lbs,安装将剪力板固定到车辆的大号螺栓，然后用油性记号笔标记该螺栓。# 128# Nm# (94.4# ft-lbs)
紧固 | 冷却液软管 | # LH# 剪力板 | 枞树夹,紧固将冷却液软管固定到# LH# 剪力板的枞树夹。
# RH# 剪力板 | 重复第# 60# 至# 64# 步,对# RH# 剪力板重复第# 60# 至# 64# 步。
后副框架 | 下方 | 移走 | 支撑架,从后副框架下方移走支撑架
安装 | 中间流线型护板 | 请参阅# 面板# -# 流线型护板# -# 中间（拆卸和更换）# ,安装中间流线型护板。请参阅# 面板# -# 流线型护板# -# 中间（拆卸和更换）# 。
冷却液排放容器 | 放置 | 高压电池# LH#  | 下方,将冷却液排放容器放置在高压电池# LH# 下方。
冷却器 | 高压电池 | 软管 | 高压电池# LH# 侧的歧管 | 拆下 | 螺塞 | 连接 | 外螺纹接头 | 内螺纹接头 | 扣紧 | 夹子,从冷却器到高压电池的软管和高压电池# LH# 侧的歧管上拆下螺塞，立即连接外螺纹接头和内螺纹接头，然后扣紧夹子。
扣紧 | 软管 | 车身 | 夹子,扣紧将冷却器到高压电池的软管固定到车身的夹子。
车辆# LH# 侧 | 高压电池回路软管 | 拆下 | 螺塞 | 连接 | 外螺纹接头 | 内螺纹接头 | 扣紧 | 夹子,从车辆# LH# 侧的高压电池回路软管上拆下螺塞，立即连接外螺纹接头和内螺纹接头，然后扣紧夹子。#
冷却液排放容器 | 放置 | 高压电池# RH#  | 下方,将冷却液排放容器放置在高压电池# RH# 下方。
车辆# RH# 侧 | 后部 | 动力总成供液软管 | 拆下 | 螺塞 | 连接 | 外螺纹接头 | 内螺纹接头 | 扣紧 | 夹子,从车辆# RH# 侧的后部动力总成供液软管上拆下螺塞，立即连接外螺纹接头和内螺纹接头，然后扣紧夹子。
车辆# RH# 侧 | 动力总成回路软管 | 拆下 | 螺塞 | 连接 | 外螺纹接头 | 内螺纹接头 | 扣紧 | 夹子,从车辆# RH# 侧的动力总成回路软管上拆下螺塞，立即连接外螺纹接头和内螺纹接头，然后扣紧夹子
连接 | 交流高压连接器,连接交流高压连接器。
连接 | 正温度系数高压电气连接器 | 线束 | 安装 | 支架,连接正温度系数高压电气连接器，然后将线束安装至支架。
安装 | 高压电池前部滑板 | 请参阅# 滑板# -# 高压电池# -# 前（拆卸和更换）# ,安装高压电池前部滑板。请参阅# 滑板# -# 高压电池# -# 前（拆卸和更换）# 。
# LH# 和# RH# 轮拱内衬 | 拆下 | 弹力带,从# LH# 和# RH# 轮拱内衬上拆下弹力带。
扣紧 | # LH# 和# RH# 轮拱内衬 | 底部边缘沿线 | 夹子,扣紧# LH# 和# RH# 轮拱内衬底部边缘沿线的夹子。
安装 | 前流线型护板 | 请参阅# 面板# -# 流线型护板# -# 前（拆卸和更换）# ,安装前流线型护板。请参阅# 面板# -# 流线型护板# -# 前（拆卸和更换）# 。
降下 | 车辆 | 止动 | 车轮,小心地降下车辆，并止动车轮。
车身 | 取下 | 举升机适配器 | 安装 | 车身螺塞,从车身上取下举升机适配器，然后安装车身螺塞。
移除 | 止轮块 | 在助手的帮助下 | 推离 | 举升机 | 工作台 | 重新止动车轮,移除止轮块，在助手的帮助下，将车辆推离举升机到工作台，然后重新止动车轮。
打开 | 车门,打开全部车门。
# 12V# 正极输出电缆 | 连接 | 直流-直流直通件 | 安装 | 新螺母 | 连接 | 电缆 | 拧紧 | 绿色油性记号笔 | 螺母 | 标记 | # 9# Nm# (6.6# ft-lbs)# ,将# 12V# 正极输出电缆连接到直流-直流直通件，安装新螺母以连接电缆，并在拧紧后，使用绿色油性记号笔对螺母进行标记。# 9# Nm# (6.6# ft-lbs)# 。
安装 | 直流-直流接地母排 | 请参阅# 母排# -# DCDC# 接地（拆卸和更换）# ,安装直流-直流接地母排。请参阅# 母排# -# DCDC# 接地（拆卸和更换）# 。
安装 | # LH#  | # RH#  | 内侧第二排 | 纵梁 | 配电盒罩 | 螺栓 | # 24# Nm# (17.7# ft-lbs,安装将# LH# 和# RH# 内侧第二排纵梁固定到配电盒罩的螺栓。# 24# Nm# (17.7# ft-lbs)
如果高压电池直流输入装配有母排 | 继续执行下一步 | 否则跳到第118# 步,如果高压电池直流输入装配有母排，则继续执行下一步，否则跳到第118# 步。
酒精棉 | 清理 | 充电接口母排连接器引线 | 接触表面 | # Penetrox# 导电膏 | 风干至少一分钟,用酒精棉清理充电接口母排连接器引线接触表面残留的# Penetrox# 导电膏，并风干至少一分钟。
酒精棉 | 清理 | 直流输入高压接头端子 | 接触表面 | # Penetrox# 导电膏 | 风干至少一分钟,用酒精棉清理直流输入高压接头端子接触表面残留的# Penetrox# 导电膏，并风干至少一分钟。
直流输入高压接头端子接触表面 | 滴 | 两小滴 | Penetrox# 导电膏,在每个直流输入高压接头端子接触表面上滴两小滴# Penetrox# 导电膏。
充电接口母排连接器 | 装在 | 直流输入高压接头 | 安装 | 连接器 | 接头 | 螺栓 | 6.6# ft-lbs,将充电接口母排连接器装在直流输入高压接头上，然后安装将连接器固定到接头的螺栓# ####x2##### 9# Nm# (6.6# ft-lbs)
# Hioki# 电阻表 | 执行 | 零点调节 | 测量 | 电阻 | 请参阅# 电阻表（零点调节）# ,对# Hioki# 电阻表执行零点调节，以便测量电阻。请参阅# 电阻表（零点调节）# 。
戴上 | 高压绝缘手套 | 皮革手套,戴上高压绝缘手套和皮革手套。
# Hioki# 电阻计 | 测量 | 充电接口母排连接器引线 | 直流输入高压接头螺栓头 | 电阻,用# Hioki# 电阻计测量充电接口母排连接器引线与直流输入高压接头螺栓头之间的电阻。#
充电接口母排连接器引线 | 直流输入高压接头螺栓头 | 重复执行第# 113# 步,对其他充电接口母排连接器引线和直流输入高压接头螺栓头重复执行第# 113# 步。
脱下 | 高压绝缘手套 | 皮革手套,脱下高压绝缘手套和皮革手套。
安装 | 充电接口母排连接器检修盖板 | 螺栓 | # 9# Nm# (6.6# ft-lbs,安装用于固定充电接口母排连接器检修盖板的螺栓。# 9# Nm# (6.6# ft-lbs)
跳到 | 第# 125# 步,跳到第# 125# 步。
充电接口 | 高压电池线束 | 直流输入连接器 | 把手 | 抬至 | 最高处,将充电接口至高压电池线束的直流输入连接器上的把手抬至最高处。
充电接口 | 高压电池线束 | 直流输入连接器 | 连接 | 配电盒直流输入接头,用双手将充电接口至高压电池线束的直流输入连接器牢固连接到配电盒直流输入接头上。#
直流输入连接器 | 按到 | 直流输入接头 | 把手 | 降至 | 最低处,将直流输入连接器按到直流输入接头上，同时将把手降至最低处。
直流输入连接器 | 按到 | 直流输入接头 | 把手 | 降至 | 最低处,将直流输入连接器按到直流输入接头上，同时将把手降至最低处。#
滑动 | 释放装置 | 直流输入连接器把手 | 锁定,滑动释放装置，将直流输入连接器把手锁定在固定位置。
确认连接器完全就位 | 比对 | 连接器 | 两侧 | 确保正确锁定到位,确认连接器完全就位，然后比对连接器两侧，确保正确锁定到位。
如果充电接口至高压电池线束有三相连接器 | 请继续执行下一步 | 否则请跳至第# 133# 步,如果充电接口至高压电池线束有三相连接器，请继续执行下一步，否则请跳至第# 133# 步。
充电接口 | 高压电池线束 | 三相连接器 | 把手 | 抬至 | 最高处,将充电接口至高压电池线束的三相连接器上的把手抬至最高处。
充电接口 | 高压电池线束 | 三相连接器 | 连接 | 配电盒三相接头,用双手将充电接口至高压电池线束的三相连接器牢固连接到配电盒三相接头上。
三相连接器 | 按压 | 三相接头 | 把手 | 降至 | 最低处,将三相连接器按压到三相接头上，同时将把手降至最低处。#
滑动 | 释放装置 | 三相连接器把手 | 锁定,滑动释放装置，将三相连接器把手锁定在固定位置。
紧固 | 高压线束连接器 | 充电端口 | # C# 柱# LH#  | 下部 | 夹子,紧固将高压线束连接器的充电端口固定到# C# 柱# LH# 下部的夹子。
安装 | 线束夹 | 安装 | 充电接口 | 配电盒高压电池线束支架 | 螺栓 | # 10# Nm#  | 7.4# ft-lbs,安装线束夹，然后安装将充电接口固定到配电盒高压电池线束支架的螺栓。# 10# Nm# (7.4# ft-lbs)
安装 | 配电盒# LH# 侧 | 高压线束 | 高压盖,安装覆盖位于配电盒# LH# 侧的高压线束的高压盖。
连接 | # 12V# 电源 | 请参阅# 12V/低压电源（断开和连接）# ,连接# 12V# 电源。请参阅# 12V/低压电源（断开和连接）# 。
执行 | 请参阅# 冷却系统（真空再充注）# ,执行冷却系统真空再充注。请参阅# 冷却系统（真空再充注）# 。
拧紧 | 高压电池 | 车身 | 第# 5# 个# LH# 后内部 | 螺栓,拧紧将高压电池固定到车身的第# 5# 个# LH# 后内部螺栓。# 66# Nm# (48.7# ft-lbs)#
拧紧 | 高压电池 | 车身 | 第# 4# 个# LH# 内部 | 螺栓,拧紧将高压电池固定到车身的第# 4# 个# LH# 内部螺栓。# 66# Nm# (48.7# ft-lbs)
毡毯 | 向后展开,将毡毯向后展开到原来位置。
驾驶位座椅 | 向后移动,将驾驶位座椅充分向后移动。
拧紧 | 第# 3# 个# LH# 内部 | 高压电池螺栓 | # 66# Nm# (48.7# ft-lbs,拧紧第# 3# 个# LH# 内部高压电池螺栓。# 66# Nm# (48.7# ft-lbs)
拧紧 | 高压电池 | 车身 | # LH# 前内部 | 高压电池螺栓,拧紧将高压电池固定到车身的# LH# 前内部高压电池螺栓# ####x2##### 136# Nm# (100.3# ft-lbs)
# LH# 前主毡毯 | 向后展开 | 前部边缘 | 向下移 | 滑回 | 座椅电气线束 | 装入 | 夹子,将# LH# 前主毡毯向后展开到原来位置；将前部边缘向下移，然后将这部分滑回，以便定位。将座椅电气线束装入夹子。
安装 | # LH# 前毡毯 | 车辆 | 夹子,安装将# LH# 前毡毯固定到车辆的夹子# # ####x3####
驾驶位座椅 | 向前移动,将驾驶位座椅充分向前移动。
拧紧 | 高压电池 | 车身 | 第# 5# 个# RH# 后内部 | 螺栓,拧紧将高压电池固定到车身的第# 5# 个# RH# 后内部螺栓。# 66# Nm# (48.7# ft-lbs)
拧紧 | 高压电池 | 车身 | 第# 4# 个# RH# 内部螺栓,拧紧将高压电池固定到车身的第# 4# 个# RH# 内部螺栓（若装配）。# 66# Nm# (48.7# ft-lbs)
后毡毯 | # RH#  | 侧向后展开,将后毡毯的# RH# 侧向后展开到原来位置。
前排 | 乘客座椅 | 移至 | 最后端,将前排乘客座椅移至最后端。
拧紧 | 第# 3# 个# RH# 内部 | 高压螺栓 | 车身 | 螺栓,拧紧将第# 3# 个# RH# 内部高压螺栓固定到车身的螺栓（若装配）。
拧紧 | 高压电池 | 车身 | # RH# 前内部螺栓,拧紧将高压电池固定到车身的# RH# 前内部螺栓# ####x2####136# Nm# (100.3# ft-lbs)
# RH# 前主毡毯 | 向后展开 | 前部边缘 | 向下移 | 滑回 | 座椅电气线束 | 装入 | 夹子,将# RH# 前主毡毯向后展开到原来位置；将前部边缘向下移，然后将这部分滑回，以便定位。将座椅电气线束装入夹子。
安装 | # RH# 前毡毯 | 车辆 | 夹子,安装将# RH# 前毡毯固定到车辆的夹子# ####x4####
前排 | 乘客座椅 | 向前移动,将前排乘客座椅充分向前移动。
安装 | 后毡毯 | 车辆 | 夹子 | 粘扣带 | # ,安装将后毡毯固定到车辆的夹子# # ####x4##### 和粘扣带。#
安装 | # LH# B# 柱下部饰板 | 请参阅# 饰板# -# B# 柱# -# 下部# -# LH | 拆卸和更换）# ,安装# LH# B# 柱下部饰板。请参阅# 饰板# -# B# 柱# -# 下部# -# LH（拆卸和更换）# 。
